name,phone,email,website,type,address,city,postcode
Gentlemen's Cut München,+49 89 12854157,gentlemens-cut-mnchen@gmail.com,https://www.gentlemens-cut-mnchen.de,Hairdresser,"Schillerstraße 112, 80336 München",München,80336
Gentlemen's Cut Zentrum,+49 89 70555183,service@gentlemens-cut-zentrum.de,https://www.gentlemens-cut-zentrum.de,Hairdresser,"Münchner Straße 70, 80539 München",München,80539
Haar Atelier München,+49 89 25729785,haar-atelier-mnchen@web.de,https://www.haar-atelier-mnchen.de,Hairdresser,"Kaiserstraße 110, 80336 München",München,80336
Haarsalon 90,+49 89 21214324,haarsalon-90@gmail.com,https://www.haarsalon-90.de,Hairdresser,"Kölner Straße 93, 80335 München",München,80335
Haarsalon München,+49 89 50392916,termin@haarsalon-mnchen.de,https://www.haarsalon-mnchen.de,Hairdresser,"Münchner Straße 70, 80337 München",München,80337
Haarstudio City 97,+49 89 39283559,haarstudio-city-97@gmail.com,https://www.haarstudio-city-97.de,Hairdresser,"Berliner Straße 42, 80335 München",München,80335
Haarwerk Zentrum 7,+49 89 54414553,termin@haarwerk-zentrum-7.de,https://www.haarwerk-zentrum-7.de,Hairdresser,"Kirchstraße 67, 80333 München",München,80333
Hair & Beauty City,+49 89 95100738,hair--beauty-city@outlook.de,https://www.hair--beauty-city.de,Barber,"Bahnhofstraße 5, 80539 München",München,80539
Hair & Beauty Zentrum 48,+49 89 68431622,hair--beauty-zentrum-48@outlook.de,https://www.hair--beauty-zentrum-48.de,Hairdresser,"Lindenstraße 90, 80538 München",München,80538
Hair Design München,+49 89 52484437,kontakt@hair-design-mnchen.de,https://www.hair-design-mnchen.de,Hairdresser,"Berliner Straße 146, 80331 München",München,80331
Herrenfriseur Mitte,+49 89 49975221,info@herrenfriseur-mitte.de,https://www.herrenfriseur-mitte.de,Barber,"Friedrichstraße 55, 80333 München",München,80333
Herrenfriseur München,+49 89 88251977,termin@herrenfriseur-mnchen.de,https://www.herrenfriseur-mnchen.de,Hairdresser,"Goethestraße 7, 80333 München",München,80333
Salon München,+49 89 23136611,salon-mnchen@t-online.de,https://www.salon-mnchen.de,Hairdresser,"Hamburger Straße 61, 80337 München",München,80337
Barber Shop Münster,+49 251 89613629,kontakt@barber-shop-mnster.de,,Hairdresser,"Hauptstraße 119, 48155 Münster",Münster,48155
Beauty Salon Münster,+49 251 40360799,info@beauty-salon-mnster.de,https://www.beauty-salon-mnster.de,Hairdresser,"Goethestraße 144, 48145 Münster",Münster,48145
Beauty Salon Zentrum 79,+49 251 33006934,beauty-salon-zentrum-79@gmx.de,https://www.beauty-salon-zentrum-79.de,Hairdresser,"Königstraße 18, 48147 Münster",Münster,48147
Coiffeur Münster,+49 251 17079613,coiffeur-mnster@t-online.de,https://www.coiffeur-mnster.de,Barber,"Bahnhofstraße 26, 48155 Münster",Münster,48155
Coiffeur Münster 6,+49 251 35171135,termin@coiffeur-mnster-6.de,https://www.coiffeur-mnster-6.de,Hairdresser,"Kölner Straße 33, 48149 Münster",Münster,48149
Friseur 33,+49 251 21241717,info@friseur-33.de,https://www.friseur-33.de,Hairdresser,"Münchner Straße 104, 48147 Münster",Münster,48147
Friseur Mitte 45,+49 251 12302520,termin@friseur-mitte-45.de,https://www.friseur-mitte-45.de,Barber,"Münchner Straße 130, 48155 Münster",Münster,48155
Friseur Zentrum 91,+49 251 91389717,friseur-zentrum-91@web.de,https://www.friseur-zentrum-91.de,Hairdresser,"Münchner Straße 135, 48143 Münster",Münster,48143
Haarsalon Mitte 10,+49 251 93344913,service@haarsalon-mitte-10.de,https://www.haarsalon-mitte-10.de,Barber,"Münchner Straße 115, 48143 Münster",Münster,48143
Haarsalon Münster,+49 251 79666488,haarsalon-mnster@gmail.com,,Hairdresser,"Lindenstraße 34, 48153 Münster",Münster,48153
Hair & Beauty Münster,+49 251 50295932,hair--beauty-mnster@web.de,https://www.hair--beauty-mnster.de,Hairdresser,"Königstraße 77, 48153 Münster",Münster,48153
Hair Design 69,+49 251 52785329,kontakt@hair-design-69.de,https://www.hair-design-69.de,Barber,"Münchner Straße 97, 48149 Münster",Münster,48149
Hair Lounge Münster,+49 251 80208449,termin@hair-lounge-mnster.de,https://www.hair-lounge-mnster.de,Hairdresser,"Kirchstraße 121, 48149 Münster",Münster,48149
Herrenfriseur Zentrum 94,+49 251 99500834,service@herrenfriseur-zentrum-94.de,https://www.herrenfriseur-zentrum-94.de,Barber,"Friedrichstraße 59, 48147 Münster",Münster,48147
Salon Mitte 4,+49 251 87595587,salon@salon-mitte-4.de,https://www.salon-mitte-4.de,Hairdresser,"Kaiserstraße 22, 48155 Münster",Münster,48155
Barber Nürnberg,+49 911 51715163,barber-nrnberg@web.de,,Hairdresser,"Königstraße 127, 90402 Nürnberg",Nürnberg,90402
Barber Shop Nürnberg,+49 911 80851013,barber-shop-nrnberg@t-online.de,https://www.barber-shop-nrnberg.de,Hairdresser,"Marktplatz 58, 90411 Nürnberg",Nürnberg,90411
Coiffeur 35,+49 911 90470619,service@coiffeur-35.de,https://www.coiffeur-35.de,Hairdresser,"Kirchstraße 132, 90402 Nürnberg",Nürnberg,90402
Coiffeur City,+49 911 70352932,salon@coiffeur-city.de,https://www.coiffeur-city.de,Hairdresser,"Lindenstraße 88, 90403 Nürnberg",Nürnberg,90403
Coiffeur Mitte 26,+49 911 77017359,kontakt@coiffeur-mitte-26.de,,Hairdresser,"Bahnhofstraße 89, 90402 Nürnberg",Nürnberg,90402
Coiffeur Nürnberg,+49 911 78922829,kontakt@coiffeur-nrnberg.de,https://www.coiffeur-nrnberg.de,Hairdresser,"Bahnhofstraße 145, 90402 Nürnberg",Nürnberg,90402
Friseur Nürnberg,+49 911 21465640,info@friseur-nrnberg.de,https://www.friseur-nrnberg.de,Hairdresser,"Friedrichstraße 91, 90403 Nürnberg",Nürnberg,90403
Friseursalon City 13,+49 911 43388499,friseursalon-city-13@gmail.com,https://www.friseursalon-city-13.de,Hairdresser,"Hamburger Straße 75, 90429 Nürnberg",Nürnberg,90429
Friseursalon Mitte,+49 911 74032674,friseursalon-mitte@web.de,https://www.friseursalon-mitte.de,Hairdresser,"Kaiserstraße 143, 90409 Nürnberg",Nürnberg,90409
Friseursalon Nürnberg,+49 911 62146334,friseursalon-nrnberg@gmail.com,https://www.friseursalon-nrnberg.de,Barber,"Lindenstraße 99, 90409 Nürnberg",Nürnberg,90409
Frisör Nürnberg,+49 911 63205995,salon@frisr-nrnberg.de,,Hairdresser,"Hamburger Straße 79, 90402 Nürnberg",Nürnberg,90402
Haar Atelier 33,+49 911 93961241,service@haar-atelier-33.de,https://www.haar-atelier-33.de,Hairdresser,"Lindenstraße 41, 90408 Nürnberg",Nürnberg,90408
Haar Atelier City 59,+49 911 49421974,termin@haar-atelier-city-59.de,https://www.haar-atelier-city-59.de,Hairdresser,"Bahnhofstraße 145, 90402 Nürnberg",Nürnberg,90402
Haar Atelier City 63,+49 911 60274491,info@haar-atelier-city-63.de,,Hairdresser,"Königstraße 75, 90419 Nürnberg",Nürnberg,90419
Haarstudio Nürnberg,+49 911 26862144,service@haarstudio-nrnberg.de,https://www.haarstudio-nrnberg.de,Hairdresser,"Lindenstraße 101, 90411 Nürnberg",Nürnberg,90411
Hair Design 2,+49 911 46631639,service@hair-design-2.de,,Barber,"Kölner Straße 65, 90402 Nürnberg",Nürnberg,90402
Hair Design Zentrum,+49 911 86674422,hair-design-zentrum@web.de,https://www.hair-design-zentrum.de,Hairdresser,"Goethestraße 35, 90409 Nürnberg",Nürnberg,90409
Hair Lounge Mitte 89,+49 911 17694501,hair-lounge-mitte-89@gmail.com,https://www.hair-lounge-mitte-89.de,Hairdresser,"Hamburger Straße 125, 90403 Nürnberg",Nürnberg,90403
Herrenfriseur Mitte 11,+49 911 37738294,service@herrenfriseur-mitte-11.de,https://www.herrenfriseur-mitte-11.de,Hairdresser,"Münchner Straße 131, 90411 Nürnberg",Nürnberg,90411
Salon Mitte 33,+49 911 24312215,salon-mitte-33@gmail.com,,Hairdresser,"Kirchstraße 126, 90409 Nürnberg",Nürnberg,90409
Schnitt & Style Nürnberg,+49 911 29238812,kontakt@schnitt--style-nrnberg.de,https://www.schnitt--style-nrnberg.de,Barber,"Münchner Straße 147, 90403 Nürnberg",Nürnberg,90403
Barber Shop Mitte 88,+49 208 89204211,barber-shop-mitte-88@t-online.de,https://www.barber-shop-mitte-88.de,Barber,"Kölner Straße 139, 46117 Oberhausen",Oberhausen,46117
Barbier City 4,+49 208 64108146,termin@barbier-city-4.de,https://www.barbier-city-4.de,Hairdresser,"Lindenstraße 144, 46145 Oberhausen",Oberhausen,46145
Barbier Oberhausen,+49 208 76962692,salon@barbier-oberhausen.de,https://www.barbier-oberhausen.de,Hairdresser,"Berliner Straße 10, 46045 Oberhausen",Oberhausen,46045
Beauty Salon Mitte 60,+49 208 69148154,beauty-salon-mitte-60@t-online.de,https://www.beauty-salon-mitte-60.de,Hairdresser,"Kaiserstraße 14, 46049 Oberhausen",Oberhausen,46049
Damenfriseur City 23,+49 208 98904874,termin@damenfriseur-city-23.de,https://www.damenfriseur-city-23.de,Barber,"Bahnhofstraße 82, 46117 Oberhausen",Oberhausen,46117
Friseur Oberhausen,+49 208 88606637,friseur-oberhausen@web.de,https://www.friseur-oberhausen.de,Hairdresser,"Kirchstraße 136, 46117 Oberhausen",Oberhausen,46117
Friseursalon City 14,+49 208 88573722,service@friseursalon-city-14.de,https://www.friseursalon-city-14.de,Hairdresser,"Hamburger Straße 85, 46047 Oberhausen",Oberhausen,46047
Friseursalon Zentrum 59,+49 208 84630165,friseursalon-zentrum-59@gmail.com,https://www.friseursalon-zentrum-59.de,Barber,"Kirchstraße 2, 46145 Oberhausen",Oberhausen,46145
Frisör Oberhausen,+49 208 59337930,frisr-oberhausen@gmail.com,https://www.frisr-oberhausen.de,Hairdresser,"Hauptstraße 22, 46045 Oberhausen",Oberhausen,46045
Haar Atelier Mitte 57,+49 208 26480381,kontakt@haar-atelier-mitte-57.de,https://www.haar-atelier-mitte-57.de,Barber,"Hauptstraße 137, 46145 Oberhausen",Oberhausen,46145
Haar Atelier Zentrum 70,+49 208 59622200,haar-atelier-zentrum-70@t-online.de,,Barber,"Bahnhofstraße 123, 46117 Oberhausen",Oberhausen,46117
Haarsalon Oberhausen,+49 208 32082344,termin@haarsalon-oberhausen.de,https://www.haarsalon-oberhausen.de,Hairdresser,"Friedrichstraße 111, 46147 Oberhausen",Oberhausen,46147
Haarsalon Oberhausen 54,+49 208 15606861,kontakt@haarsalon-oberhausen-54.de,https://www.haarsalon-oberhausen-54.de,Hairdresser,"Kirchstraße 148, 46147 Oberhausen",Oberhausen,46147
Hair Design Mitte 64,+49 208 86372513,kontakt@hair-design-mitte-64.de,https://www.hair-design-mitte-64.de,Barber,"Kirchstraße 37, 46045 Oberhausen",Oberhausen,46045
Hair Design Oberhausen,+49 208 43976382,kontakt@hair-design-oberhausen.de,https://www.hair-design-oberhausen.de,Hairdresser,"Berliner Straße 128, 46149 Oberhausen",Oberhausen,46149
Hair Lounge Oberhausen,+49 208 67636294,salon@hair-lounge-oberhausen.de,,Hairdresser,"Hamburger Straße 149, 46117 Oberhausen",Oberhausen,46117
Schnitt & Style Oberhausen,+49 208 31092412,schnitt--style-oberhausen@web.de,https://www.schnitt--style-oberhausen.de,Barber,"Marktplatz 39, 46147 Oberhausen",Oberhausen,46147
Style Studio Mitte 72,+49 208 30199785,termin@style-studio-mitte-72.de,https://www.style-studio-mitte-72.de,Hairdresser,"Lindenstraße 89, 46145 Oberhausen",Oberhausen,46145
Style Studio Oberhausen,+49 208 22453648,info@style-studio-oberhausen.de,https://www.style-studio-oberhausen.de,Hairdresser,"Kirchstraße 128, 46145 Oberhausen",Oberhausen,46145
Barber Rostock,+49 381 67152448,service@barber-rostock.de,https://www.barber-rostock.de,Hairdresser,"Berliner Straße 88, 18107 Rostock",Rostock,18107
Barber Shop Rostock,+49 381 66725061,kontakt@barber-shop-rostock.de,https://www.barber-shop-rostock.de,Hairdresser,"Marktplatz 88, 18106 Rostock",Rostock,18106
Barber Shop Rostock 97,+49 381 64719831,barber-shop-rostock-97@gmail.com,https://www.barber-shop-rostock-97.de,Hairdresser,"Hamburger Straße 29, 18119 Rostock",Rostock,18119
Barbier Rostock,+49 381 84467180,barbier-rostock@gmx.de,https://www.barbier-rostock.de,Hairdresser,"Lindenstraße 103, 18119 Rostock",Rostock,18119
Beauty Salon 70,+49 381 59030801,beauty-salon-70@t-online.de,https://www.beauty-salon-70.de,Hairdresser,"Münchner Straße 12, 18057 Rostock",Rostock,18057
Beauty Salon Rostock,+49 381 27904748,beauty-salon-rostock@gmail.com,https://www.beauty-salon-rostock.de,Hairdresser,"Friedrichstraße 118, 18057 Rostock",Rostock,18057
Coiffeur Mitte 78,+49 381 50931509,termin@coiffeur-mitte-78.de,,Hairdresser,"Friedrichstraße 93, 18119 Rostock",Rostock,18119
Friseur Mitte 62,+49 381 12892054,termin@friseur-mitte-62.de,https://www.friseur-mitte-62.de,Barber,"Hauptstraße 110, 18119 Rostock",Rostock,18119
Friseursalon City 75,+49 381 32623411,friseursalon-city-75@t-online.de,https://www.friseursalon-city-75.de,Barber,"Hamburger Straße 24, 18059 Rostock",Rostock,18059
Friseursalon Mitte 99,+49 381 99612888,friseursalon-mitte-99@gmx.de,https://www.friseursalon-mitte-99.de,Hairdresser,"Marktplatz 126, 18059 Rostock",Rostock,18059
Friseursalon Zentrum 67,+49 381 27765277,friseursalon-zentrum-67@gmx.de,https://www.friseursalon-zentrum-67.de,Hairdresser,"Kirchstraße 103, 18059 Rostock",Rostock,18059
Friseursalon Zentrum 81,+49 381 13116566,salon@friseursalon-zentrum-81.de,https://www.friseursalon-zentrum-81.de,Hairdresser,"Marktplatz 36, 18107 Rostock",Rostock,18107
Haarsalon 76,+49 381 41830095,info@haarsalon-76.de,https://www.haarsalon-76.de,Barber,"Hamburger Straße 7, 18059 Rostock",Rostock,18059
Haarsalon City 53,+49 381 97141661,haarsalon-city-53@t-online.de,https://www.haarsalon-city-53.de,Hairdresser,"Kölner Straße 8, 18109 Rostock",Rostock,18109
Haarwerk 30,+49 381 32451330,kontakt@haarwerk-30.de,,Hairdresser,"Hauptstraße 48, 18107 Rostock",Rostock,18107
Herrenfriseur 67,+49 381 87818589,info@herrenfriseur-67.de,https://www.herrenfriseur-67.de,Hairdresser,"Marktplatz 127, 18069 Rostock",Rostock,18069
Salon 42,+49 381 66973059,salon-42@gmail.com,https://www.salon-42.de,Hairdresser,"Berliner Straße 103, 18106 Rostock",Rostock,18106
Schnitt & Style City 68,+49 381 23123017,termin@schnitt--style-city-68.de,https://www.schnitt--style-city-68.de,Hairdresser,"Königstraße 2, 18059 Rostock",Rostock,18059
Barber Shop,+49 711 62562714,barber-shop@gmx.de,https://www.barber-shop.de,Hairdresser,"Goethestraße 106, 70186 Stuttgart",Stuttgart,70186
Barber Shop Stuttgart,+49 711 32525217,barber-shop-stuttgart@gmail.com,https://www.barber-shop-stuttgart.de,Hairdresser,"Kaiserstraße 47, 70178 Stuttgart",Stuttgart,70178
Barbier City 74,+49 711 73485887,info@barbier-city-74.de,,Hairdresser,"Schillerstraße 30, 70180 Stuttgart",Stuttgart,70180
Barbier Zentrum,+49 711 76112145,salon@barbier-zentrum.de,https://www.barbier-zentrum.de,Hairdresser,"Königstraße 64, 70176 Stuttgart",Stuttgart,70176
Beauty Salon 68,+49 711 52982227,salon@beauty-salon-68.de,https://www.beauty-salon-68.de,Hairdresser,"Kaiserstraße 131, 70180 Stuttgart",Stuttgart,70180
Coiffeur Mitte 74,+49 711 22098260,salon@coiffeur-mitte-74.de,https://www.coiffeur-mitte-74.de,Barber,"Berliner Straße 99, 70174 Stuttgart",Stuttgart,70174
Damenfriseur Mitte 84,+49 711 50730671,termin@damenfriseur-mitte-84.de,https://www.damenfriseur-mitte-84.de,Hairdresser,"Friedrichstraße 112, 70184 Stuttgart",Stuttgart,70184
Damenfriseur Stuttgart,+49 711 20998021,info@damenfriseur-stuttgart.de,https://www.damenfriseur-stuttgart.de,Hairdresser,"Lindenstraße 45, 70186 Stuttgart",Stuttgart,70186
Friseur Mitte,+49 711 76744476,salon@friseur-mitte.de,https://www.friseur-mitte.de,Hairdresser,"Lindenstraße 118, 70182 Stuttgart",Stuttgart,70182
Friseur Stuttgart,+49 711 93820133,friseur-stuttgart@gmx.de,,Hairdresser,"Hauptstraße 40, 70180 Stuttgart",Stuttgart,70180
Friseursalon Stuttgart,+49 711 58398820,friseursalon-stuttgart@gmail.com,https://www.friseursalon-stuttgart.de,Hairdresser,"Friedrichstraße 7, 70176 Stuttgart",Stuttgart,70176
Frisör 46,+49 711 82680462,frisr-46@outlook.de,https://www.frisr-46.de,Barber,"Hauptstraße 132, 70173 Stuttgart",Stuttgart,70173
Frisör Mitte 51,+49 711 30567707,kontakt@frisr-mitte-51.de,,Hairdresser,"Kaiserstraße 66, 70184 Stuttgart",Stuttgart,70184
Gentlemen's Cut Stuttgart,+49 711 15008858,kontakt@gentlemens-cut-stuttgart.de,https://www.gentlemens-cut-stuttgart.de,Hairdresser,"Hamburger Straße 119, 70180 Stuttgart",Stuttgart,70180
Gentlemen's Cut Zentrum 39,+49 711 19536658,service@gentlemens-cut-zentrum-39.de,,Hairdresser,"Goethestraße 25, 70182 Stuttgart",Stuttgart,70182
Haarsalon Stuttgart,+49 711 45833100,haarsalon-stuttgart@gmail.com,,Hairdresser,"Lindenstraße 58, 70186 Stuttgart",Stuttgart,70186
Haarsalon Zentrum 52,+49 711 79349069,info@haarsalon-zentrum-52.de,https://www.haarsalon-zentrum-52.de,Hairdresser,"Schillerstraße 113, 70184 Stuttgart",Stuttgart,70184
Haarstudio City 11,+49 711 41435751,haarstudio-city-11@outlook.de,,Hairdresser,"Lindenstraße 117, 70174 Stuttgart",Stuttgart,70174
Haarwerk City 89,+49 711 30366677,haarwerk-city-89@web.de,https://www.haarwerk-city-89.de,Hairdresser,"Münchner Straße 108, 70178 Stuttgart",Stuttgart,70178
Herrenfriseur Mitte 34,+49 711 68626043,herrenfriseur-mitte-34@gmx.de,https://www.herrenfriseur-mitte-34.de,Hairdresser,"Hamburger Straße 3, 70176 Stuttgart",Stuttgart,70176
Herrenfriseur Stuttgart,+49 711 85195109,termin@herrenfriseur-stuttgart.de,https://www.herrenfriseur-stuttgart.de,Hairdresser,"Kaiserstraße 116, 70182 Stuttgart",Stuttgart,70182
Salon Stuttgart,+49 711 53347555,salon@salon-stuttgart.de,https://www.salon-stuttgart.de,Hairdresser,"Goethestraße 103, 70186 Stuttgart",Stuttgart,70186
Salon Stuttgart 42,+49 711 50916960,salon@salon-stuttgart-42.de,,Hairdresser,"Goethestraße 14, 70176 Stuttgart",Stuttgart,70176
Schnitt & Style,+49 711 16023006,termin@schnitt--style.de,https://www.schnitt--style.de,Hairdresser,"Kaiserstraße 139, 70184 Stuttgart",Stuttgart,70184
Schnitt & Style Zentrum 95,+49 711 38318142,service@schnitt--style-zentrum-95.de,https://www.schnitt--style-zentrum-95.de,Hairdresser,"Schillerstraße 71, 70173 Stuttgart",Stuttgart,70173
Barber City 10,+49 611 92046080,barber-city-10@gmx.de,https://www.barber-city-10.de,Hairdresser,"Bahnhofstraße 68, 65185 Wiesbaden",Wiesbaden,65185
Barber Mitte 69,+49 611 48780265,salon@barber-mitte-69.de,https://www.barber-mitte-69.de,Barber,"Hamburger Straße 61, 65195 Wiesbaden",Wiesbaden,65195
Barber Shop 93,+49 611 54647043,service@barber-shop-93.de,https://www.barber-shop-93.de,Hairdresser,"Kaiserstraße 1, 65187 Wiesbaden",Wiesbaden,65187
Barbier Mitte 80,+49 611 24048431,salon@barbier-mitte-80.de,https://www.barbier-mitte-80.de,Hairdresser,"Berliner Straße 107, 65185 Wiesbaden",Wiesbaden,65185
Coiffeur City 40,+49 611 49744407,coiffeur-city-40@t-online.de,https://www.coiffeur-city-40.de,Hairdresser,"Kirchstraße 39, 65193 Wiesbaden",Wiesbaden,65193
Damenfriseur City 61,+49 611 78765637,info@damenfriseur-city-61.de,https://www.damenfriseur-city-61.de,Barber,"Marktplatz 122, 65193 Wiesbaden",Wiesbaden,65193
Friseur Wiesbaden,+49 611 83847415,service@friseur-wiesbaden.de,https://www.friseur-wiesbaden.de,Hairdresser,"Marktplatz 64, 65193 Wiesbaden",Wiesbaden,65193
Frisör 38,+49 611 16429334,frisr-38@t-online.de,,Hairdresser,"Kirchstraße 108, 65193 Wiesbaden",Wiesbaden,65193
Haarsalon Zentrum 67,+49 611 78211915,service@haarsalon-zentrum-67.de,https://www.haarsalon-zentrum-67.de,Hairdresser,"Friedrichstraße 111, 65191 Wiesbaden",Wiesbaden,65191
Haarstudio Mitte 48,+49 611 66686441,salon@haarstudio-mitte-48.de,,Barber,"Lindenstraße 106, 65193 Wiesbaden",Wiesbaden,65193
Haarwerk Zentrum 18,+49 611 80059028,haarwerk-zentrum-18@gmail.com,https://www.haarwerk-zentrum-18.de,Hairdresser,"Friedrichstraße 57, 65187 Wiesbaden",Wiesbaden,65187
Hair & Beauty City 40,+49 611 89773469,service@hair--beauty-city-40.de,https://www.hair--beauty-city-40.de,Hairdresser,"Hauptstraße 135, 65189 Wiesbaden",Wiesbaden,65189
Hair & Beauty Wiesbaden,+49 611 74393755,service@hair--beauty-wiesbaden.de,https://www.hair--beauty-wiesbaden.de,Barber,"Lindenstraße 43, 65187 Wiesbaden",Wiesbaden,65187
Hair Design 84,+49 611 38568364,service@hair-design-84.de,https://www.hair-design-84.de,Hairdresser,"Berliner Straße 8, 65185 Wiesbaden",Wiesbaden,65185
Hair Design Wiesbaden,+49 611 89389438,salon@hair-design-wiesbaden.de,https://www.hair-design-wiesbaden.de,Hairdresser,"Kirchstraße 85, 65191 Wiesbaden",Wiesbaden,65191
Hair Lounge 5,+49 611 96180326,salon@hair-lounge-5.de,https://www.hair-lounge-5.de,Hairdresser,"Schillerstraße 128, 65187 Wiesbaden",Wiesbaden,65187
Hair Lounge 69,+49 611 17675516,salon@hair-lounge-69.de,https://www.hair-lounge-69.de,Hairdresser,"Kölner Straße 137, 65185 Wiesbaden",Wiesbaden,65185
Herrenfriseur Zentrum 72,+49 611 49536200,termin@herrenfriseur-zentrum-72.de,https://www.herrenfriseur-zentrum-72.de,Hairdresser,"Kölner Straße 67, 65183 Wiesbaden",Wiesbaden,65183
Barber Shop 56,+49 202 75307397,barber-shop-56@gmx.de,https://www.barber-shop-56.de,Hairdresser,"Königstraße 14, 42103 Wuppertal",Wuppertal,42103
Barber Shop Wuppertal,+49 202 74107652,barber-shop-wuppertal@gmx.de,https://www.barber-shop-wuppertal.de,Hairdresser,"Hamburger Straße 133, 42117 Wuppertal",Wuppertal,42117
Friseur City 52,+49 202 71009979,salon@friseur-city-52.de,https://www.friseur-city-52.de,Hairdresser,"Münchner Straße 23, 42117 Wuppertal",Wuppertal,42117
Friseursalon Wuppertal,+49 202 26365027,termin@friseursalon-wuppertal.de,https://www.friseursalon-wuppertal.de,Hairdresser,"Kirchstraße 78, 42107 Wuppertal",Wuppertal,42107
Frisör 63,+49 202 14542553,service@frisr-63.de,,Hairdresser,"Schillerstraße 64, 42117 Wuppertal",Wuppertal,42117
Frisör City 76,+49 202 32022582,termin@frisr-city-76.de,https://www.frisr-city-76.de,Hairdresser,"Bahnhofstraße 63, 42113 Wuppertal",Wuppertal,42113
Frisör Wuppertal,+49 202 92127583,kontakt@frisr-wuppertal.de,https://www.frisr-wuppertal.de,Hairdresser,"Marktplatz 45, 42113 Wuppertal",Wuppertal,42113
Gentlemen's Cut Wuppertal,+49 202 95212152,service@gentlemens-cut-wuppertal.de,https://www.gentlemens-cut-wuppertal.de,Hairdresser,"Schillerstraße 131, 42107 Wuppertal",Wuppertal,42107
Haar Atelier City 57,+49 202 16136568,haar-atelier-city-57@gmx.de,https://www.haar-atelier-city-57.de,Hairdresser,"Schillerstraße 123, 42107 Wuppertal",Wuppertal,42107
Haarsalon Wuppertal,+49 202 72204071,haarsalon-wuppertal@gmail.com,https://www.haarsalon-wuppertal.de,Barber,"Kirchstraße 5, 42113 Wuppertal",Wuppertal,42113
Haarsalon Zentrum 41,+49 202 63105727,kontakt@haarsalon-zentrum-41.de,https://www.haarsalon-zentrum-41.de,Hairdresser,"Königstraße 61, 42105 Wuppertal",Wuppertal,42105
Haarsalon Zentrum 9,+49 202 89470075,kontakt@haarsalon-zentrum-9.de,,Hairdresser,"Goethestraße 13, 42103 Wuppertal",Wuppertal,42103
Haarstudio City 2,+49 202 86760420,haarstudio-city-2@gmx.de,https://www.haarstudio-city-2.de,Barber,"Hauptstraße 125, 42105 Wuppertal",Wuppertal,42105
Haarwerk Wuppertal,+49 202 38249116,haarwerk-wuppertal@gmail.com,,Hairdresser,"Bahnhofstraße 19, 42109 Wuppertal",Wuppertal,42109
Haarwerk Zentrum 94,+49 202 12890095,kontakt@haarwerk-zentrum-94.de,https://www.haarwerk-zentrum-94.de,Barber,"Münchner Straße 64, 42105 Wuppertal",Wuppertal,42105
Hair & Beauty 14,+49 202 43719993,info@hair--beauty-14.de,https://www.hair--beauty-14.de,Barber,"Kirchstraße 126, 42117 Wuppertal",Wuppertal,42117
Hair & Beauty Wuppertal,+49 202 61803700,termin@hair--beauty-wuppertal.de,https://www.hair--beauty-wuppertal.de,Hairdresser,"Münchner Straße 137, 42115 Wuppertal",Wuppertal,42115
Hair & Beauty Zentrum 64,+49 202 58485341,salon@hair--beauty-zentrum-64.de,https://www.hair--beauty-zentrum-64.de,Hairdresser,"Hauptstraße 141, 42105 Wuppertal",Wuppertal,42105
Hair Design City 60,+49 202 32418337,termin@hair-design-city-60.de,https://www.hair-design-city-60.de,Hairdresser,"Friedrichstraße 63, 42107 Wuppertal",Wuppertal,42107
Hair Lounge Zentrum 81,+49 202 46502346,salon@hair-lounge-zentrum-81.de,,Hairdresser,"Kaiserstraße 100, 42111 Wuppertal",Wuppertal,42111
Herrenfriseur Wuppertal,+49 202 65570304,termin@herrenfriseur-wuppertal.de,https://www.herrenfriseur-wuppertal.de,Hairdresser,"Hamburger Straße 45, 42115 Wuppertal",Wuppertal,42115
Salon Zentrum 87,+49 202 46514557,salon-zentrum-87@gmail.com,https://www.salon-zentrum-87.de,Hairdresser,"Schillerstraße 130, 42103 Wuppertal",Wuppertal,42103
Schnitt & Style Wuppertal,+49 202 95835117,service@schnitt--style-wuppertal.de,https://www.schnitt--style-wuppertal.de,Barber,"Kirchstraße 38, 42103 Wuppertal",Wuppertal,42103
